"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 07 02:33:02 GMT 2024","Wed Feb 07 02:33:02 GMT 2024","379","Test Cycle 1 - Registration","Test Case 03 - Missing Username","","","","Register User",""
"passed","Wed Feb 07 02:34:49 GMT 2024","Wed Feb 07 02:34:52 GMT 2024","3297","Test Cycle 5 - Search and List Ads","Test Case 10 - Search Function Sanity Test","","","","Search",""
"passed","Wed Feb 07 02:33:15 GMT 2024","Wed Feb 07 02:33:16 GMT 2024","368","Test Cycle 1 - Registration","Test Case 29 - Too Long Phone Number","","","","Register User",""
"passed","Wed Feb 07 02:33:43 GMT 2024","Wed Feb 07 02:33:43 GMT 2024","429","Test Cycle 3 - Profile","Test Case 09 - Changing Password Logged In","","","","Login With New Passord",""
"passed","Wed Feb 07 02:33:05 GMT 2024","Wed Feb 07 02:33:05 GMT 2024","437","Test Cycle 1 - Registration","Test Case 11 - Empty Usage Type","","","","Register User",""
"failed","Wed Feb 07 02:35:02 GMT 2024","Wed Feb 07 02:35:02 GMT 2024","189","Test Cycle 6 - Posting Ads","Test Case 9 - Wrong Input Data in Enum Types (API)","","","","New Ad",""
"passed","Wed Feb 07 02:33:27 GMT 2024","Wed Feb 07 02:33:28 GMT 2024","272","Test Cycle 2 - Login","Test Case 04 - Empty Username","","","","Login",""
"failed","Wed Feb 07 02:33:50 GMT 2024","Wed Feb 07 02:33:51 GMT 2024","427","Test Cycle 3 - Profile","Test Case 13 - Changing Password Without Numbers","","","","Login With Old Password",""
"failed","Wed Feb 07 02:33:11 GMT 2024","Wed Feb 07 02:33:12 GMT 2024","374","Test Cycle 1 - Registration","Test Case 22 - No Uppercase Password","","","","Register User",""
"failed","Wed Feb 07 02:34:54 GMT 2024","Wed Feb 07 02:34:55 GMT 2024","438","Test Cycle 6 - Posting Ads","Test Case 3 - Empty Required Data","","","","New Ad",""
"failed","Wed Feb 07 02:33:58 GMT 2024","Wed Feb 07 02:33:58 GMT 2024","460","Test Cycle 3 - Profile","Test Case 18 - Changing First Name To Whitespaces","","","","User Profile",""
"failed","Wed Feb 07 02:35:02 GMT 2024","Wed Feb 07 02:35:03 GMT 2024","190","Test Cycle 6 - Posting Ads","Test Case 10 - Wrong Input Type for Boolean (API)","","","","New Ad",""
"passed","Wed Feb 07 02:33:16 GMT 2024","Wed Feb 07 02:33:16 GMT 2024","367","Test Cycle 1 - Registration","Test Case 31 - Non-numerical Phone Number","","","","Register User",""
"failed","Wed Feb 07 02:33:22 GMT 2024","Wed Feb 07 02:33:23 GMT 2024","1296","Test Cycle 1 - Registration","Test Case 38 - Request Without Last Name","","","","Register User",""
"failed","Wed Feb 07 02:35:28 GMT 2024","Wed Feb 07 02:35:29 GMT 2024","491","Test Cycle 7 - Editing Ads","Test Case 4 - Empty Required Data","","","","Edit Ad",""
"passed","Wed Feb 07 02:33:30 GMT 2024","Wed Feb 07 02:33:30 GMT 2024","436","Test Cycle 3 - Profile","Test Case 01 - Accessing Profile","","","","User Profile",""
"failed","Wed Feb 07 02:35:11 GMT 2024","Wed Feb 07 02:35:12 GMT 2024","462","Test Cycle 7 - Editing Ads","Test Case 1 - Editing an Ad","","","","Edit Ad",""
"failed","Wed Feb 07 02:33:13 GMT 2024","Wed Feb 07 02:33:13 GMT 2024","447","Test Cycle 1 - Registration","Test Case 24 - Too Long First Name","","","","Register User",""
"failed","Wed Feb 07 02:35:04 GMT 2024","Wed Feb 07 02:35:05 GMT 2024","444","Test Cycle 6 - Posting Ads","Test Case 12 - Zero as Input in Fields That Expect a Positive Number","","","","New Ad",""
"passed","Wed Feb 07 02:34:10 GMT 2024","Wed Feb 07 02:34:13 GMT 2024","3287","Test Cycle 5 - Search and List Ads","Test Case 1 - All Available Ads as User","","","","All Available Ads as User",""
"passed","Wed Feb 07 02:33:35 GMT 2024","Wed Feb 07 02:33:35 GMT 2024","480","Test Cycle 3 - Profile","Test Case 04 - Changing First Name","","","","User Profile",""
"passed","Wed Feb 07 02:33:16 GMT 2024","Wed Feb 07 02:33:17 GMT 2024","492","Test Cycle 1 - Registration","Test Case 32 - Existing Username","","","","Register User",""
"failed","Wed Feb 07 02:33:32 GMT 2024","Wed Feb 07 02:33:32 GMT 2024","365","Test Cycle 3 - Profile","Test Case 02 - Deleting Profile","","","","User Profile",""
"failed","Wed Feb 07 02:34:01 GMT 2024","Wed Feb 07 02:34:01 GMT 2024","465","Test Cycle 3 - Profile","Test Case 20 - Changing Last Name To Whitespaces","","","","User Profile",""
"failed","Wed Feb 07 02:33:06 GMT 2024","Wed Feb 07 02:33:06 GMT 2024","392","Test Cycle 1 - Registration","Test Case 14 - Spec Char in Username","","","","Register User",""
"failed","Wed Feb 07 02:33:03 GMT 2024","Wed Feb 07 02:33:04 GMT 2024","376","Test Cycle 1 - Registration","Test Case 07 - Empty Email","","","","Register User",""
"passed","Wed Feb 07 02:34:56 GMT 2024","Wed Feb 07 02:34:57 GMT 2024","437","Test Cycle 6 - Posting Ads","Test Case 5 - Int Instead of Float","","","","New Ad",""
"failed","Wed Feb 07 02:33:19 GMT 2024","Wed Feb 07 02:33:19 GMT 2024","195","Test Cycle 1 - Registration","Test Case 35 - Request Without Username","","","","Register User",""
"failed","Wed Feb 07 02:33:45 GMT 2024","Wed Feb 07 02:33:45 GMT 2024","430","Test Cycle 3 - Profile","Test Case 10 - Changing Password Logged Out","","","","Login With New Passord",""
"failed","Wed Feb 07 02:34:06 GMT 2024","Wed Feb 07 02:34:06 GMT 2024","365","Test Cycle 3 - Profile","Test Case 24 - Changing Phone Number With Special Characters","","","","User Profile",""
"passed","Wed Feb 07 02:33:29 GMT 2024","Wed Feb 07 02:33:29 GMT 2024","625","Test Cycle 2 - Login","Test Case 07 - Invalid Password","","","","Login",""
"passed","Wed Feb 07 02:33:17 GMT 2024","Wed Feb 07 02:33:19 GMT 2024","1591","Test Cycle 1 - Registration","Test Case 34 - Existing Phone Number","","","","Register User",""
"failed","Wed Feb 07 02:34:55 GMT 2024","Wed Feb 07 02:34:56 GMT 2024","190","Test Cycle 6 - Posting Ads","Test Case 4 - Invalid Input Data Type","","","","New Ad",""
"failed","Wed Feb 07 02:33:19 GMT 2024","Wed Feb 07 02:33:21 GMT 2024","1581","Test Cycle 1 - Registration","Test Case 36 - Request Without Phone Number","","","","Register User",""
"passed","Wed Feb 07 02:33:04 GMT 2024","Wed Feb 07 02:33:05 GMT 2024","373","Test Cycle 1 - Registration","Test Case 10 - Empty Phone Number","","","","Register User",""
"failed","Wed Feb 07 02:33:10 GMT 2024","Wed Feb 07 02:33:10 GMT 2024","210","Test Cycle 1 - Registration","Test Case 19 - Too Short Password","","","","Register User",""
"failed","Wed Feb 07 02:33:21 GMT 2024","Wed Feb 07 02:33:22 GMT 2024","1494","Test Cycle 1 - Registration","Test Case 37 - Request Without First Name","","","","Register User",""
"failed","Wed Feb 07 02:34:07 GMT 2024","Wed Feb 07 02:34:08 GMT 2024","464","Test Cycle 3 - Profile","Test Case 25 - Changing First Name To No Value","","","","User Profile",""
"failed","Wed Feb 07 02:34:39 GMT 2024","Wed Feb 07 02:34:40 GMT 2024","274","Test Cycle 5 - Search and List Ads","Test Case 8 - View a Non-existing Ad","","","","View a certain ad",""
"failed","Wed Feb 07 02:35:01 GMT 2024","Wed Feb 07 02:35:01 GMT 2024","445","Test Cycle 6 - Posting Ads","Test Case 8 - String over 256 Characters in a Non-description Field","","","","New Ad",""
"passed","Wed Feb 07 02:33:37 GMT 2024","Wed Feb 07 02:33:38 GMT 2024","463","Test Cycle 3 - Profile","Test Case 06 - Changing Phone Number","","","","User Profile",""
"passed","Wed Feb 07 02:33:29 GMT 2024","Wed Feb 07 02:33:30 GMT 2024","436","Test Cycle 2 - Login","Test Case 08 - Excess Data in Request Body","","","","Login",""
"failed","Wed Feb 07 02:33:03 GMT 2024","Wed Feb 07 02:33:03 GMT 2024","383","Test Cycle 1 - Registration","Test Case 05 - Empty Username","","","","Register User",""
"failed","Wed Feb 07 02:33:33 GMT 2024","Wed Feb 07 02:33:34 GMT 2024","469","Test Cycle 3 - Profile","Test Case 03 - Changing Username","","","","User Profile",""
"passed","Wed Feb 07 02:33:26 GMT 2024","Wed Feb 07 02:33:26 GMT 2024","632","Test Cycle 2 - Login","Test Case 01 - Valid Login Details","","","","Login",""
"failed","Wed Feb 07 02:34:02 GMT 2024","Wed Feb 07 02:34:03 GMT 2024","464","Test Cycle 3 - Profile","Test Case 21 - Changing Phone Number To Too Short","","","","User Profile",""
"failed","Wed Feb 07 02:33:07 GMT 2024","Wed Feb 07 02:33:08 GMT 2024","1575","Test Cycle 1 - Registration","Test Case 16 - Whitespace in Username","","","","Register User",""
"failed","Wed Feb 07 02:33:24 GMT 2024","Wed Feb 07 02:33:26 GMT 2024","1525","Test Cycle 1 - Registration","Test Case 41 - Request Without Usage Type","","","","Register User",""
"failed","Wed Feb 07 02:33:57 GMT 2024","Wed Feb 07 02:33:57 GMT 2024","460","Test Cycle 3 - Profile","Test Case 17 - Changing First Name To Too Long","","","","User Profile",""
"failed","Wed Feb 07 02:33:12 GMT 2024","Wed Feb 07 02:33:13 GMT 2024","1524","Test Cycle 1 - Registration","Test Case 23 - Invalid Email","","","","Register User",""
"failed","Wed Feb 07 02:35:34 GMT 2024","Wed Feb 07 02:35:34 GMT 2024","191","Test Cycle 7 - Editing Ads","Test Case 5 - Invalid Input Data Type","","","","Edit Ad",""
"passed","Wed Feb 07 02:33:40 GMT 2024","Wed Feb 07 02:33:41 GMT 2024","436","Test Cycle 3 - Profile","Test Case 08 - Changing Email","","","","User Profile",""
"passed","Wed Feb 07 02:33:16 GMT 2024","Wed Feb 07 02:33:16 GMT 2024","372","Test Cycle 1 - Registration","Test Case 30 - No Country Code in Phone Number","","","","Register User",""
"passed","Wed Feb 07 02:33:06 GMT 2024","Wed Feb 07 02:33:06 GMT 2024","371","Test Cycle 1 - Registration","Test Case 13 - Too Long Username","","","","Register User",""
"failed","Wed Feb 07 02:33:54 GMT 2024","Wed Feb 07 02:33:54 GMT 2024","420","Test Cycle 3 - Profile","Test Case 15 - Changing Password Without Uppercase","","","","Login With Old Password",""
"failed","Wed Feb 07 02:34:21 GMT 2024","Wed Feb 07 02:34:24 GMT 2024","3073","Test Cycle 5 - Search and List Ads","Test Case 4 - All Ads by User","","","","All Ads by User",""
"passed","Wed Feb 07 02:33:36 GMT 2024","Wed Feb 07 02:33:37 GMT 2024","464","Test Cycle 3 - Profile","Test Case 05 - Changing Last Name","","","","User Profile",""
"failed","Wed Feb 07 02:33:24 GMT 2024","Wed Feb 07 02:33:24 GMT 2024","370","Test Cycle 1 - Registration","Test Case 40 - Request Without Email Address","","","","Register User",""
"failed","Wed Feb 07 02:35:06 GMT 2024","Wed Feb 07 02:35:06 GMT 2024","440","Test Cycle 6 - Posting Ads","Test Case 15 - Existing Address","","","","New Ad, Same Address",""
"failed","Wed Feb 07 02:35:05 GMT 2024","Wed Feb 07 02:35:05 GMT 2024","277","Test Cycle 6 - Posting Ads","Test Case 14 - Posting Logged Out","","","","New Ad",""
"passed","Wed Feb 07 02:34:58 GMT 2024","Wed Feb 07 02:34:58 GMT 2024","438","Test Cycle 6 - Posting Ads","Test Case 6 - Int Over Intmax","","","","New Ad",""
"passed","Wed Feb 07 02:34:29 GMT 2024","Wed Feb 07 02:34:30 GMT 2024","477","Test Cycle 5 - Search and List Ads","Test Case 6 - View a Certain Ad","","","","View a certain ad",""
"failed","Wed Feb 07 02:33:52 GMT 2024","Wed Feb 07 02:33:53 GMT 2024","444","Test Cycle 3 - Profile","Test Case 14 - Changing Password Without Lowercase","","","","Login With Old Password",""
"passed","Wed Feb 07 02:33:28 GMT 2024","Wed Feb 07 02:33:28 GMT 2024","692","Test Cycle 2 - Login","Test Case 05 - Empty Password","","","","Login",""
"passed","Wed Feb 07 02:34:52 GMT 2024","Wed Feb 07 02:34:53 GMT 2024","468","Test Cycle 6 - Posting Ads","Test Case 1 - Posting an Ad","","","","New Ad",""
"failed","Wed Feb 07 02:35:03 GMT 2024","Wed Feb 07 02:35:04 GMT 2024","443","Test Cycle 6 - Posting Ads","Test Case 11 - Negative Number as Input","","","","New Ad",""
"passed","Wed Feb 07 02:33:02 GMT 2024","Wed Feb 07 02:33:03 GMT 2024","392","Test Cycle 1 - Registration","Test Case 04 - Excess Data In Request Body","","","","Register User",""
"failed","Wed Feb 07 02:33:11 GMT 2024","Wed Feb 07 02:33:11 GMT 2024","382","Test Cycle 1 - Registration","Test Case 21 - No Lowercase Password","","","","Register User",""
"passed","Wed Feb 07 02:33:15 GMT 2024","Wed Feb 07 02:33:15 GMT 2024","381","Test Cycle 1 - Registration","Test Case 28 - Too Short Phone Number","","","","Register User",""
"failed","Wed Feb 07 02:33:06 GMT 2024","Wed Feb 07 02:33:07 GMT 2024","376","Test Cycle 1 - Registration","Test Case 15 - Only Whitespace Username","","","","Register User",""
