"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 07 15:46:29 GMT 2024","Wed Feb 07 15:46:29 GMT 2024","145","Test Cycle 7 - Editing Ads","Test Case 10 - Wrong Input Data in Enum Types (API)","","","","Edit Ad",""
"passed","Wed Feb 07 15:41:32 GMT 2024","Wed Feb 07 15:41:33 GMT 2024","426","Test Cycle 3 - Profile","Test Case 05 - Changing Last Name","","","","User Profile",""
"failed","Wed Feb 07 15:43:43 GMT 2024","Wed Feb 07 15:43:44 GMT 2024","722","Test Cycle 5 - Search and List Ads","Test Case 23 - Search Functionality: Minimum Plot Area","","","","Search",""
"failed","Wed Feb 07 15:45:01 GMT 2024","Wed Feb 07 15:45:01 GMT 2024","141","Test Cycle 6 - Posting Ads","Test Case 04 - Invalid Input Data Type","","","","New Ad",""
"passed","Wed Feb 07 15:41:39 GMT 2024","Wed Feb 07 15:41:39 GMT 2024","388","Test Cycle 3 - Profile","Test Case 09 - Changing Password Logged In","","","","Login With New Passord",""
"passed","Wed Feb 07 15:41:34 GMT 2024","Wed Feb 07 15:41:34 GMT 2024","423","Test Cycle 3 - Profile","Test Case 06 - Changing Phone Number","","","","User Profile",""
"failed","Wed Feb 07 15:44:56 GMT 2024","Wed Feb 07 15:44:57 GMT 2024","211","Test Cycle 5 - Search and List Ads","Test Case 38 - Invalid Search Request: Wrong input data type","","","","Search",""
"failed","Wed Feb 07 15:45:48 GMT 2024","Wed Feb 07 15:45:48 GMT 2024","141","Test Cycle 7 - Editing Ads","Test Case 05 - Invalid Input Data Type","","","","Edit Ad",""
"failed","Wed Feb 07 15:43:44 GMT 2024","Wed Feb 07 15:43:45 GMT 2024","720","Test Cycle 5 - Search and List Ads","Test Case 24 - Search Functionality: Maximum Plot Area","","","","Search",""
"failed","Wed Feb 07 15:41:30 GMT 2024","Wed Feb 07 15:41:30 GMT 2024","427","Test Cycle 3 - Profile","Test Case 03 - Changing Username","","","","User Profile",""
"failed","Wed Feb 07 15:42:02 GMT 2024","Wed Feb 07 15:42:02 GMT 2024","432","Test Cycle 3 - Profile","Test Case 25 - Changing First Name To No Value","","","","User Profile",""
"failed","Wed Feb 07 15:44:55 GMT 2024","Wed Feb 07 15:44:56 GMT 2024","847","Test Cycle 5 - Search and List Ads","Test Case 37 - Invalid Search Request: Wrong input type for boolean","","","","Search",""
"failed","Wed Feb 07 15:45:04 GMT 2024","Wed Feb 07 15:45:04 GMT 2024","396","Test Cycle 6 - Posting Ads","Test Case 07 - String over 256 Characters in Description","","","","New Ad",""
"failed","Wed Feb 07 15:41:14 GMT 2024","Wed Feb 07 15:41:14 GMT 2024","273","Test Cycle 1 - Registration","Test Case 27 - Only Whitespace Last Name","","","","Register User",""
"failed","Wed Feb 07 15:46:12 GMT 2024","Wed Feb 07 15:46:13 GMT 2024","425","Test Cycle 7 - Editing Ads","Test Case 08 - String over 256 Characters","","","","Edit Ad",""
"passed","Wed Feb 07 15:42:08 GMT 2024","Wed Feb 07 15:42:12 GMT 2024","4103","Test Cycle 5 - Search and List Ads","Test Case 02 - All Available Ads as Visitor","","","","All Available Ads as Visitor",""
"failed","Wed Feb 07 15:43:56 GMT 2024","Wed Feb 07 15:43:57 GMT 2024","224","Test Cycle 5 - Search and List Ads","Test Case 25 - Search Functionality: Building Material","","","","Search",""
"passed","Wed Feb 07 15:41:02 GMT 2024","Wed Feb 07 15:41:02 GMT 2024","471","Test Cycle 1 - Registration","Test Case 02 - Invalid Verification Token","","","","Verify",""
"passed","Wed Feb 07 15:41:26 GMT 2024","Wed Feb 07 15:41:27 GMT 2024","405","Test Cycle 2 - Login","Test Case 08 - Excess Data in Request Body","","","","Login",""
"failed","Wed Feb 07 15:41:22 GMT 2024","Wed Feb 07 15:41:22 GMT 2024","271","Test Cycle 1 - Registration","Test Case 40 - Request Without Email Address","","","","Register User",""
"failed","Wed Feb 07 15:41:10 GMT 2024","Wed Feb 07 15:41:10 GMT 2024","289","Test Cycle 1 - Registration","Test Case 20 - Too Long Password","","","","Register User",""
"failed","Wed Feb 07 15:41:10 GMT 2024","Wed Feb 07 15:41:11 GMT 2024","278","Test Cycle 1 - Registration","Test Case 22 - No Uppercase Password","","","","Register User",""
"passed","Wed Feb 07 15:43:22 GMT 2024","Wed Feb 07 15:43:23 GMT 2024","430","Test Cycle 5 - Search and List Ads","Test Case 12 - Search Functionality: Maximum Price","","","","Search",""
"failed","Wed Feb 07 15:42:49 GMT 2024","Wed Feb 07 15:42:49 GMT 2024","421","Test Cycle 5 - Search and List Ads","Test Case 09 - View another user's inactive Ad","","","","View a certain ad",""
"failed","Wed Feb 07 15:45:08 GMT 2024","Wed Feb 07 15:45:08 GMT 2024","399","Test Cycle 6 - Posting Ads","Test Case 12 - Zero as Input in Fields That Expect a Positive Number","","","","New Ad",""
"passed","Wed Feb 07 15:41:24 GMT 2024","Wed Feb 07 15:41:25 GMT 2024","446","Test Cycle 2 - Login","Test Case 03 - Missing Password","","","","Login",""
"failed","Wed Feb 07 15:43:27 GMT 2024","Wed Feb 07 15:43:28 GMT 2024","723","Test Cycle 5 - Search and List Ads","Test Case 18 - Search Functionality: Minimum Date of Construction","","","","Search",""
"failed","Wed Feb 07 15:41:10 GMT 2024","Wed Feb 07 15:41:10 GMT 2024","152","Test Cycle 1 - Registration","Test Case 19 - Too Short Password","","","","Register User",""
"failed","Wed Feb 07 15:45:05 GMT 2024","Wed Feb 07 15:45:05 GMT 2024","398","Test Cycle 6 - Posting Ads","Test Case 08 - String over 256 Characters in a Non-description Field","","","","New Ad",""
"failed","Wed Feb 07 15:41:02 GMT 2024","Wed Feb 07 15:41:03 GMT 2024","320","Test Cycle 1 - Registration","Test Case 03 - Missing Username","","","","Register User",""
"failed","Wed Feb 07 15:42:23 GMT 2024","Wed Feb 07 15:42:23 GMT 2024","296","Test Cycle 5 - Search and List Ads","Test Case 05 - All Ads by Another User","","","","All Ads by Another User",""
"failed","Wed Feb 07 15:43:29 GMT 2024","Wed Feb 07 15:43:30 GMT 2024","750","Test Cycle 5 - Search and List Ads","Test Case 21 - Search Functionality: Maximum Floor","","","","Search",""
"failed","Wed Feb 07 15:41:55 GMT 2024","Wed Feb 07 15:41:55 GMT 2024","427","Test Cycle 3 - Profile","Test Case 20 - Changing Last Name To Whitespaces","","","","User Profile",""
"passed","Wed Feb 07 15:45:56 GMT 2024","Wed Feb 07 15:45:57 GMT 2024","421","Test Cycle 7 - Editing Ads","Test Case 06 - Int Instead of Float","","","","Edit Ad",""
"passed","Wed Feb 07 15:41:03 GMT 2024","Wed Feb 07 15:41:03 GMT 2024","294","Test Cycle 1 - Registration","Test Case 04 - Excess Data In Request Body","","","","Register User",""
"passed","Wed Feb 07 15:43:41 GMT 2024","Wed Feb 07 15:43:42 GMT 2024","828","Test Cycle 5 - Search and List Ads","Test Case 22 - Search Functionality: Elevator","","","","Search",""
"failed","Wed Feb 07 15:47:03 GMT 2024","Wed Feb 07 15:47:04 GMT 2024","403","Test Cycle 7 - Editing Ads","Test Case 17 - Editing non-existent ad (API)","","","","Edit Ad",""
"failed","Wed Feb 07 15:41:13 GMT 2024","Wed Feb 07 15:41:14 GMT 2024","607","Test Cycle 1 - Registration","Test Case 26 - Too Long Last Name","","","","Register User",""
"failed","Wed Feb 07 15:46:21 GMT 2024","Wed Feb 07 15:46:21 GMT 2024","423","Test Cycle 7 - Editing Ads","Test Case 09 - String over 256 Characters in a Non-description Field","","","","Edit Ad",""
"failed","Wed Feb 07 15:41:08 GMT 2024","Wed Feb 07 15:41:10 GMT 2024","1452","Test Cycle 1 - Registration","Test Case 18 - Non-ascii Password","","","","Register User",""
"failed","Wed Feb 07 15:44:58 GMT 2024","Wed Feb 07 15:44:59 GMT 2024","398","Test Cycle 6 - Posting Ads","Test Case 02 - Missing Required Data (API)","","","","New Ad",""
"failed","Wed Feb 07 15:45:07 GMT 2024","Wed Feb 07 15:45:07 GMT 2024","400","Test Cycle 6 - Posting Ads","Test Case 11 - Negative Number as Input","","","","New Ad",""
"failed","Wed Feb 07 15:41:47 GMT 2024","Wed Feb 07 15:41:48 GMT 2024","392","Test Cycle 3 - Profile","Test Case 14 - Changing Password Without Lowercase","","","","Login With Old Password",""
"failed","Wed Feb 07 15:47:45 GMT 2024","Wed Feb 07 15:47:46 GMT 2024","253","Test Cycle 7 - Editing Ads","Test Case 23 - Deleting an Ad Logged Out","","","","New Ad",""
"passed","Wed Feb 07 15:41:31 GMT 2024","Wed Feb 07 15:41:32 GMT 2024","427","Test Cycle 3 - Profile","Test Case 04 - Changing First Name","","","","User Profile",""
"failed","Wed Feb 07 15:42:12 GMT 2024","Wed Feb 07 15:42:16 GMT 2024","4124","Test Cycle 5 - Search and List Ads","Test Case 03 - Pagination of All Ads","","","","Pagination",""
"passed","Wed Feb 07 15:41:25 GMT 2024","Wed Feb 07 15:41:26 GMT 2024","234","Test Cycle 2 - Login","Test Case 06 - Invalid Username","","","","Login",""
"failed","Wed Feb 07 15:41:44 GMT 2024","Wed Feb 07 15:41:44 GMT 2024","401","Test Cycle 3 - Profile","Test Case 12 - Changing Password To Too Long","","","","Login With Old Password",""
"failed","Wed Feb 07 15:44:23 GMT 2024","Wed Feb 07 15:44:23 GMT 2024","216","Test Cycle 5 - Search and List Ads","Test Case 27 - Search Functionality: Building Condition","","","","Search",""
"failed","Wed Feb 07 15:43:26 GMT 2024","Wed Feb 07 15:43:26 GMT 2024","719","Test Cycle 5 - Search and List Ads","Test Case 16 - Search Functionality: Minimum Number of Rooms","","","","Search",""
"passed","Wed Feb 07 15:47:20 GMT 2024","Wed Feb 07 15:47:21 GMT 2024","429","Test Cycle 7 - Editing Ads","Test Case 20 - Active Status to True","","","","Edit Ad",""
"failed","Wed Feb 07 15:42:00 GMT 2024","Wed Feb 07 15:42:01 GMT 2024","428","Test Cycle 3 - Profile","Test Case 24 - Changing Phone Number With Special Characters","","","","User Profile",""
