"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 25 16:03:35 GMT 2024","Thu Jan 25 16:03:35 GMT 2024","141","TestCase_2_MissingUsername","","","","","Login",""
"passed","Thu Jan 25 16:03:35 GMT 2024","Thu Jan 25 16:03:35 GMT 2024","138","TestCase_4_EmptyUsername","","","","","Login",""
"passed","Thu Jan 25 16:03:35 GMT 2024","Thu Jan 25 16:03:36 GMT 2024","381","TestCase_5_EmptyPassword","","","","","Login",""
"passed","Thu Jan 25 16:03:34 GMT 2024","Thu Jan 25 16:03:35 GMT 2024","443","TestCase_1_ValidLoginDetails","","","","","Login",""
"failed","Thu Jan 25 16:03:33 GMT 2024","Thu Jan 25 16:03:33 GMT 2024","252","TestCase_3_MissingUsername","","","","","Register User",""
"passed","Thu Jan 25 16:03:36 GMT 2024","Thu Jan 25 16:03:36 GMT 2024","369","TestCase_7_InvalidPassword","","","","","Login",""
"passed","Thu Jan 25 16:03:35 GMT 2024","Thu Jan 25 16:03:35 GMT 2024","282","TestCase_3_MissingPassword","","","","","Login",""
"passed","Thu Jan 25 16:03:37 GMT 2024","Thu Jan 25 16:03:37 GMT 2024","146","TestCase_1_ValidLogin","","","","","User Profile",""
"passed","Thu Jan 25 16:03:36 GMT 2024","Thu Jan 25 16:03:36 GMT 2024","145","TestCase_6_InvalidUsername","","","","","Login",""
"passed","Thu Jan 25 16:03:33 GMT 2024","Thu Jan 25 16:03:34 GMT 2024","242","TestCase_4_ExcessDataInRequestBody","","","","","Register User",""
"passed","Thu Jan 25 16:03:37 GMT 2024","Thu Jan 25 16:03:37 GMT 2024","424","TestCase_1_ValidLogin","","","","","Login",""
"passed","Thu Jan 25 16:03:33 GMT 2024","Thu Jan 25 16:03:33 GMT 2024","333","TestCase_2_InvalidVerificationToken","","","","","Verify",""
