"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 26 00:29:16 GMT 2024","Fri Jan 26 00:29:16 GMT 2024","317","Test Cycle 2 - Login","Test Case 5 - Empty Password","","","","Login",""
"passed","Fri Jan 26 00:29:17 GMT 2024","Fri Jan 26 00:29:17 GMT 2024","126","Test Cycle 3 - Profile","Test Case 1 - Accessing Profile","","","","User Profile",""
"passed","Fri Jan 26 00:29:16 GMT 2024","Fri Jan 26 00:29:16 GMT 2024","123","Test Cycle 2 - Login","Test Case 6 - Invalid Username","","","","Login",""
"passed","Fri Jan 26 00:29:14 GMT 2024","Fri Jan 26 00:29:15 GMT 2024","1143","Test Cycle 1 - Registration","TestCase_4_ExcessDataInRequestBody Copy","","","","Register User",""
"passed","Fri Jan 26 00:29:17 GMT 2024","Fri Jan 26 00:29:17 GMT 2024","222","Test Cycle 3 - Profile","Test Case 1 - Accessing Profile","","","","Login",""
"passed","Fri Jan 26 00:29:15 GMT 2024","Fri Jan 26 00:29:16 GMT 2024","117","Test Cycle 2 - Login","Test Case 4 - Empty Username","","","","Login",""
"failed","Fri Jan 26 00:29:17 GMT 2024","Fri Jan 26 00:29:17 GMT 2024","135","Test Cycle 4 - Logout","Test Case 1  - Logout After Login","","","","User Profile",""
"failed","Fri Jan 26 00:29:13 GMT 2024","Fri Jan 26 00:29:14 GMT 2024","226","Test Cycle 1 - Registration","TestCase_3_MissingUsername Copy","","","","Register User",""
"passed","Fri Jan 26 00:29:16 GMT 2024","Fri Jan 26 00:29:16 GMT 2024","322","Test Cycle 2 - Login","Test Case 7 - Invalid Password","","","","Login",""
"passed","Fri Jan 26 00:29:13 GMT 2024","Fri Jan 26 00:29:13 GMT 2024","296","Test Cycle 1 - Registration","TestCase_2_InvalidVerificationToken Copy","","","","Verify",""
"passed","Fri Jan 26 00:29:17 GMT 2024","Fri Jan 26 00:29:17 GMT 2024","130","Test Cycle 4 - Logout","Test Case 1  - Logout After Login","","","","User Profile",""
"passed","Fri Jan 26 00:29:15 GMT 2024","Fri Jan 26 00:29:15 GMT 2024","225","Test Cycle 2 - Login","Test Case 3 - Missing Password","","","","Login",""
"passed","Fri Jan 26 00:29:15 GMT 2024","Fri Jan 26 00:29:15 GMT 2024","119","Test Cycle 2 - Login","Test Case 2 - Missing Username","","","","Login",""
"passed","Fri Jan 26 00:29:16 GMT 2024","Fri Jan 26 00:29:17 GMT 2024","230","Test Cycle 2 - Login","TestCase 8 - Excess Data in Request Body","","","","Login",""
"passed","Fri Jan 26 00:29:17 GMT 2024","Fri Jan 26 00:29:17 GMT 2024","225","Test Cycle 4 - Logout","Test Case 1  - Logout After Login","","","","Login",""
"passed","Fri Jan 26 00:29:17 GMT 2024","Fri Jan 26 00:29:17 GMT 2024","123","Test Cycle 4 - Logout","Test Case 1  - Logout After Login","","","","Logout",""
"passed","Fri Jan 26 00:29:15 GMT 2024","Fri Jan 26 00:29:15 GMT 2024","220","Test Cycle 2 - Login","Test Case 1 - Valid Login Details","","","","Login",""
